nom;prenom;date naissance;email;tel portable; tel fixe;num permis;taux de remise;adresse;adresse1;adresse2;raisonSo;SIRET;nomC societe;id client civ;id client type permis;id client ville cp;
Simon ;Léonie ;1988-06-23;leoniesimon@sfr.fr ;06 20 46 92 51 ;05 93 13 82 67;150209372773;null;298 Rue Fabre-d''Églantine ;null;null;null;null;null;2;3;11811;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Simon ', 'Léonie ', '1988-06-23', 'leoniesimon@sfr.fr ', '06 20 46 92 51 ', '150209372773', null, '298 Rue Fabre-d''Églantine ', null, null, null, null, null, 2, 3, 11811);"
Pottier ;Hugo ;1958-08-23;hugopottier@sfr.fr ;06 33 89 78 26 ;04 76 20 88 42;900307405657;null;291 Rue Fabert ;null;null;'Ozu’;'131 923 385 7563’;'Boucher Éloïse’;3;3;30735;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Pottier ', 'Hugo ', '1958-08-23', 'hugopottier@sfr.fr ', '06 33 89 78 26 ', '900307405657', null, '291 Rue Fabert ', null, null, 'Ozu’, '131 923 385 7563’, 'Boucher Éloïse’, 3, 3, 30735);"
Lombard ;Marion ;1988-03-30;marionlombard@sfr.fr ;06 38 18 14 43 ;02 61 12 37 67;810909843204;null;125 Rue Darmesteter ;null;null;null;null;null;3;1;21188;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lombard ', 'Marion ', '1988-03-30', 'marionlombard@sfr.fr ', '06 38 18 14 43 ', '810909843204', null, '125 Rue Darmesteter ', null, null, null, null, null, 3, 1, 21188);"
Marin ;Hugo ;1959-09-05;hugomarin@sfr.fr ;06 83 21 54 29 ;02 60 09 51 72;700009823677;null;247 Rue des Grands-Champs ;null;null;null;null;null;3;1;31899;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Marin ', 'Hugo ', '1959-09-05', 'hugomarin@sfr.fr ', '06 83 21 54 29 ', '700009823677', null, '247 Rue des Grands-Champs ', null, null, null, null, null, 3, 1, 31899);"
Dumont ;Laura ;1976-01-10;lauradumont@sfr.fr ;06 54 12 73 71 ;05 53 15 49 49;080705841899;null;36 Rue Hittorf ;null;null;null;null;null;3;1;3336;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Dumont ', 'Laura ', '1976-01-10', 'lauradumont@sfr.fr ', '06 54 12 73 71 ', '80705841899', null, '36 Rue Hittorf ', null, null, null, null, null, 3, 1, 3336);"
Granger ;Mattéo ;1992-10-10;matteogranger@sfr.fr ;06 22 05 03 30 ;05 19 29 42 90;540309674826;null;265 Rue Guy-Patin ;null;null;null;null;null;2;1;10523;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Granger ', 'Mattéo ', '1992-10-10', 'matteogranger@sfr.fr ', '06 22 05 03 30 ', '540309674826', null, '265 Rue Guy-Patin ', null, null, null, null, null, 2, 1, 10523);"
Breton ;Léo ;1972-02-24;leobreton@sfr.fr ;06 04 74 21 18 ;05 81 06 02 59;060501755948;null;109 Rue de l''Agent-Bailly ;null;null;null;null;null;3;1;4915;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Breton ', 'Léo ', '1972-02-24', 'leobreton@sfr.fr ', '06 04 74 21 18 ', '60501755948', null, '109 Rue de l''Agent-Bailly ', null, null, null, null, null, 3, 1, 4915);"
Ollivier ;Mathis ;1978-09-18;mathisollivier@sfr.fr ;06 60 76 36 25 ;02 89 09 38 03;620106502841;null;68 Villa d''Este ;null;null;null;null;null;3;2;9654;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Ollivier ', 'Mathis ', '1978-09-18', 'mathisollivier@sfr.fr ', '06 60 76 36 25 ', '620106502841', null, '68 Villa d''Este ', null, null, null, null, null, 3, 2, 9654);"
Carpentier ;Mélanie ;1955-06-20;melaniecarpentier@msn.com ;06 11 80 86 75 ;04 43 42 28 69;850103544704;null;46 Rue Baron ;null;null;null;null;null;3;1;21858;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Carpentier ', 'Mélanie ', '1955-06-20', 'melaniecarpentier@msn.com ', '06 11 80 86 75 ', '850103544704', null, '46 Rue Baron ', null, null, null, null, null, 3, 1, 21858);"
Maillet ;Gabin ;1957-10-10;gabinmaillet@msn.com ;06 91 92 56 03 ;04 79 42 26 08;060502572452;null;137 Rue Hector-Guimard ;null;null;null;null;null;3;1;12230;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Maillet ', 'Gabin ', '1957-10-10', 'gabinmaillet@msn.com ', '06 91 92 56 03 ', '60502572452', null, '137 Rue Hector-Guimard ', null, null, null, null, null, 3, 1, 12230);"
Prevost ;Rose ;1951-02-09;roseprevost@msn.com ;06 98 97 12 21 ;05 34 69 21 53;500600352191;1.18;174 Rue Jacques-Cour ;null;null;null;null;null;3;3;15937;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Prevost ', 'Rose ', '1951-02-09', 'roseprevost@msn.com ', '06 98 97 12 21 ', '500600352191', 1.18, '174 Rue Jacques-Cour ', null, null, null, null, null, 3, 3, 15937);"
Michel ;Kimberley ;1962-05-01;kimberleymichel@msn.com ;06 50 52 11 99 ;04 04 63 90 21;820703033732;null;65 Rue George-Eastman ;null;null;null;null;null;3;3;7417;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Michel ', 'Kimberley ', '1962-05-01', 'kimberleymichel@msn.com ', '06 50 52 11 99 ', '820703033732', null, '65 Rue George-Eastman ', null, null, null, null, null, 3, 3, 7417);"
Bouchard ;Lucie ;1993-05-07;luciebouchard@msn.com ;06 62 61 14 90 ;02 62 47 10 80;300207852265;null;274 Rue Rouvet ;null;null;null;null;null;2;3;23503;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Bouchard ', 'Lucie ', '1993-05-07', 'luciebouchard@msn.com ', '06 62 61 14 90 ', '300207852265', null, '274 Rue Rouvet ', null, null, null, null, null, 2, 3, 23503);"
Devaux ;Alexia ;1986-08-07;alexiadevaux@msn.com ;06 44 55 03 63 ;01 17 38 46 58;960406705848;null;154 Boulevard Exelmans ;null;null;null;null;null;3;1;27657;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Devaux ', 'Alexia ', '1986-08-07', 'alexiadevaux@msn.com ', '06 44 55 03 63 ', '960406705848', null, '154 Boulevard Exelmans ', null, null, null, null, null, 3, 1, 27657);"
Mace ;Louna ;1964-03-04;lounamace@msn.com ;06 21 03 63 32 ;01 70 45 35 60;020303436279;null;88 Rue Ébelmen ;null;null;'Twitternation’;'281 412 171 1258’;'Granier Florian’;1;1;11735;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Mace ', 'Louna ', '1964-03-04', 'lounamace@msn.com ', '06 21 03 63 32 ', '20303436279', null, '88 Rue Ébelmen ', null, null, 'Twitternation’, '281 412 171 1258’, 'Granier Florian’, 1, 1, 11735);"
Hernandez ;Éloïse ;1966-09-17;eloisehernandez@msn.com ;06 58 74 58 97 ;01 52 91 01 43;270703315276;null;241 Avenue du Belvédère ;null;null;null;null;null;1;3;18653;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Hernandez ', 'Éloïse ', '1966-09-17', 'eloisehernandez@msn.com ', '06 58 74 58 97 ', '270703315276', null, '241 Avenue du Belvédère ', null, null, null, null, null, 1, 3, 18653);"
Bourdon ;Evan ;1963-09-08;evanbourdon@msn.com ;06 92 37 60 18 ;03 53 27 39 09;920902004647;null;280 Rue des Cendriers ;null;null;'Twiyo’;'567 172 670 4249’;null;3;3;4380;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Bourdon ', 'Evan ', '1963-09-08', 'evanbourdon@msn.com ', '06 92 37 60 18 ', '920902004647', null, '280 Rue des Cendriers ', null, null, 'Twiyo’, '567 172 670 4249’, null, 3, 3, 4380);"
Gonzalez ;Maryam ;1962-11-02;maryamgonzalez@msn.com ;06 21 17 62 99 ;01 52 56 00 05;570600815618;null;155 Rue du Four ;null;null;null;null;null;3;1;29015;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Gonzalez ', 'Maryam ', '1962-11-02', 'maryamgonzalez@msn.com ', '06 21 17 62 99 ', '570600815618', null, '155 Rue du Four ', null, null, null, null, null, 3, 1, 29015);"
Torres ;Noémie ;1951-04-27;noemietorres@msn.com ;06 35 57 11 34 ;04 40 09 81 03;940006532379;null;163 Rue de la Ferme-de-Savy ;null;null;null;null;null;2;3;17252;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Torres ', 'Noémie ', '1951-04-27', 'noemietorres@msn.com ', '06 35 57 11 34 ', '940006532379', null, '163 Rue de la Ferme-de-Savy ', null, null, null, null, null, 2, 3, 17252);"
Bonhomme ;Nathan ;1958-02-24;nathanbonhomme@msn.com ;06 25 47 57 14 ;03 91 62 23 09;850406654750;null;224 Cité Beaurepaire ;null;null;null;null;null;3;2;33132;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Bonhomme ', 'Nathan ', '1958-02-24', 'nathanbonhomme@msn.com ', '06 25 47 57 14 ', '850406654750', null, '224 Cité Beaurepaire ', null, null, null, null, null, 3, 2, 33132);"
Gay ;Clotilde ;1950-04-09;clotildegay@msn.com ;06 01 36 39 79 ;01 28 48 54 56;860100760671;null;113 Rue de la Folie-Regnault ;null;null;null;null;null;1;3;15828;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Gay ', 'Clotilde ', '1950-04-09', 'clotildegay@msn.com ', '06 01 36 39 79 ', '860100760671', null, '113 Rue de la Folie-Regnault ', null, null, null, null, null, 1, 3, 15828);"
Bertin ;Kimberley ;1963-06-15;kimberleybertin@msn.com ;06 61 55 71 27 ;04 11 81 02 52;170503665860;1.17;232 Rue Ganneron ;null;null;null;null;null;1;1;26194;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Bertin ', 'Kimberley ', '1963-06-15', 'kimberleybertin@msn.com ', '06 61 55 71 27 ', '170503665860', 1.17, '232 Rue Ganneron ', null, null, null, null, null, 1, 1, 26194);"
Jung ;Lilian ;1971-06-13;lilianjung@msn.com ;06 77 48 86 36 ;02 30 37 10 86;780702913031;null;300 Rue Édouard-Lockroy ;null;null;'Eamia’;'315 445 421 8394’;'Dias Lily’;1;3;7740;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Jung ', 'Lilian ', '1971-06-13', 'lilianjung@msn.com ', '06 77 48 86 36 ', '780702913031', null, '300 Rue Édouard-Lockroy ', null, null, 'Eamia’, '315 445 421 8394’, 'Dias Lily’, 1, 3, 7740);"
Poirier ;Mael ;1968-09-15;maelpoirier@msn.com ;06 22 59 94 32 ;04 39 09 22 25;390601676959;null;36 Avenue Gordon-Bennett ;null;null;null;null;null;3;2;22803;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Poirier ', 'Mael ', '1968-09-15', 'maelpoirier@msn.com ', '06 22 59 94 32 ', '390601676959', null, '36 Avenue Gordon-Bennett ', null, null, null, null, null, 3, 2, 22803);"
Bouchard ;Éloïse ;1978-02-03;eloisebouchard@msn.com ;06 33 44 67 68 ;01 55 27 54 29;090808051753;null;86 Port Debilly ;null;null;null;null;null;1;1;23113;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Bouchard ', 'Éloïse ', '1978-02-03', 'eloisebouchard@msn.com ', '06 33 44 67 68 ', '90808051753', null, '86 Port Debilly ', null, null, null, null, null, 1, 1, 23113);"
Gerard ;Mathilde ;1953-11-10;mathildegerard@laposte.fr ;06 43 84 33 34 ;04 76 81 59 55;410500156442;null;48 Avenue Gustave-Eiffel ;null;null;null;null;null;3;2;1005;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Gerard ', 'Mathilde ', '1953-11-10', 'mathildegerard@laposte.fr ', '06 43 84 33 34 ', '410500156442', null, '48 Avenue Gustave-Eiffel ', null, null, null, null, null, 3, 2, 1005);"
Moulin ;Louis ;1979-05-06;louismoulin@laposte.fr ;06 65 76 85 95 ;04 36 76 19 76;530103423505;null;14 Rue de Harlay ;null;null;'Thoughtblab’;'353 425 878 8110’;'Sabatier Antonin’;2;2;20631;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Moulin ', 'Louis ', '1979-05-06', 'louismoulin@laposte.fr ', '06 65 76 85 95 ', '530103423505', null, '14 Rue de Harlay ', null, null, 'Thoughtblab’, '353 425 878 8110’, 'Sabatier Antonin’, 2, 2, 20631);"
Lafon ;Lucas ;1986-02-16;lucaslafon@laposte.fr ;06 00 82 43 78 ;04 09 23 36 55;410107244230;null;80 Rue de l''Encheval ;null;null;null;null;null;2;3;1116;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lafon ', 'Lucas ', '1986-02-16', 'lucaslafon@laposte.fr ', '06 00 82 43 78 ', '410107244230', null, '80 Rue de l''Encheval ', null, null, null, null, null, 2, 3, 1116);"
Mallet ;Julie ;1970-07-28;juliemallet@laposte.fr ;06 47 86 91 38 ;01 54 86 03 80;130902770975;null;222 Avenue de l''Ermitage ;null;null;'Wordtune’;'041 693 374 3745’;null;3;1;22045;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Mallet ', 'Julie ', '1970-07-28', 'juliemallet@laposte.fr ', '06 47 86 91 38 ', '130902770975', null, '222 Avenue de l''Ermitage ', null, null, 'Wordtune’, '041 693 374 3745’, null, 3, 1, 22045);"
Pasquier ;Rémi ;1986-01-24;remipasquier@laposte.fr ;06 71 17 43 00 ;04 05 36 74 67;710700552348;1.18;225 Cour du Bel-Air ;null;null;null;null;null;2;1;9102;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Pasquier ', 'Rémi ', '1986-01-24', 'remipasquier@laposte.fr ', '06 71 17 43 00 ', '710700552348', 1.18, '225 Cour du Bel-Air ', null, null, null, null, null, 2, 1, 9102);"
Gregoire ;Kimberley ;1972-04-28;kimberleygregoire@laposte.fr ;06 50 90 73 16 ;01 50 87 84 16;520509843578;null;108 Place Camille-Claudel ;null;null;null;null;null;1;1;4889;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Gregoire ', 'Kimberley ', '1972-04-28', 'kimberleygregoire@laposte.fr ', '06 50 90 73 16 ', '520509843578', null, '108 Place Camille-Claudel ', null, null, null, null, null, 1, 1, 4889);"
Lopez ;Manon ;1982-09-21;manonlopez@laposte.fr ;06 72 69 36 71 ;01 10 67 59 14;784566105529;null;48 Rue Férou ;null;null;null;null;null;3;1;18381;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lopez ', 'Manon ', '1982-09-21', 'manonlopez@laposte.fr ', '06 72 69 36 71 ', '784566105529', null, '48 Rue Férou ', null, null, null, null, null, 3, 1, 18381);"
Colas ;Alicia ;1966-05-16;aliciacolas@laposte.fr ;06 66 33 18 67 ;02 70 10 82 14;580103526623;null;100 Rue François-Miron ;null;null;null;null;null;1;3;29512;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Colas ', 'Alicia ', '1966-05-16', 'aliciacolas@laposte.fr ', '06 66 33 18 67 ', '580103526623', null, '100 Rue François-Miron ', null, null, null, null, null, 1, 3, 29512);"
Chatelain ;Grégory ;1969-06-24;gregorychatelain@laposte.fr ;06 34 97 30 49 ;01 03 37 03 61;200701376463;null;14 Rue Carrière-Mainguet ;null;null;'Kare’;'607 374 636 9575’;'Reynaud Margot’;3;2;35009;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Chatelain ', 'Grégory ', '1969-06-24', 'gregorychatelain@laposte.fr ', '06 34 97 30 49 ', '200701376463', null, '14 Rue Carrière-Mainguet ', null, null, 'Kare’, '607 374 636 9575’, 'Reynaud Margot’, 3, 2, 35009);"
Wagner ;Kylian ;1971-06-02;kylianwagner@laposte.fr ;06 74 15 43 43 ;01 55 15 79 75;940001014786;null;46 Cité Dubourg ;null;null;'Meembee’;'371 491 822 3998’;null;1;3;23493;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Wagner ', 'Kylian ', '1971-06-02', 'kylianwagner@laposte.fr ', '06 74 15 43 43 ', '940001014786', null, '46 Cité Dubourg ', null, null, 'Meembee’, '371 491 822 3998’, null, 1, 3, 23493);"
Henry ;Benjamin ;1960-07-15;benjaminhenry@laposte.fr ;06 89 35 21 11 ;04 80 80 78 87;190401900458;null;282 Rue des Chantiers ;null;null;null;null;null;3;2;19217;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Henry ', 'Benjamin ', '1960-07-15', 'benjaminhenry@laposte.fr ', '06 89 35 21 11 ', '190401900458', null, '282 Rue des Chantiers ', null, null, null, null, null, 3, 2, 19217);"
Fontaine ;Aaron ;1984-11-21;aaronfontaine@laposte.fr ;06 96 75 19 44 ;03 66 56 22 09;540600423370;1.14;162 Square Beaujon ;null;null;null;null;null;2;1;3571;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Fontaine ', 'Aaron ', '1984-11-21', 'aaronfontaine@laposte.fr ', '06 96 75 19 44 ', '540600423370', 1.14, '162 Square Beaujon ', null, null, null, null, null, 2, 1, 3571);"
Mallet ;Éléna ;1950-08-29;elenamallet@laposte.fr ;06 00 10 88 14 ;03 00 27 18 26;440607635915;null;47 Rue de Douai ;null;null;null;null;null;1;1;33709;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Mallet ', 'Éléna ', '1950-08-29', 'elenamallet@laposte.fr ', '06 00 10 88 14 ', '440607635915', null, '47 Rue de Douai ', null, null, null, null, null, 1, 1, 33709);"
Moreau ;Noë ;1983-07-13;noemoreau@laposte.fr ;06 43 09 68 51 ;01 87 19 09 44;270306511084;null;285 Place de l''Abbé-Jean-Lebeuf ;null;null;null;null;null;1;3;13351;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Moreau ', 'Noë ', '1983-07-13', 'noemoreau@laposte.fr ', '06 43 09 68 51 ', '270306511084', null, '285 Place de l''Abbé-Jean-Lebeuf ', null, null, null, null, null, 1, 3, 13351);"
Lefevre ;Léonard ;1950-08-13;leonardlefevre@laposte.fr ;06 23 25 11 59 ;03 13 19 65 05;500301905116;null;249 Rue Jacques-Louvel-Tessier ;null;null;null;null;null;3;3;6338;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lefevre ', 'Léonard ', '1950-08-13', 'leonardlefevre@laposte.fr ', '06 23 25 11 59 ', '500301905116', null, '249 Rue Jacques-Louvel-Tessier ', null, null, null, null, null, 3, 3, 6338);"
Arnaud ;Julie ;1980-09-02;juliearnaud@laposte.fr ;06 20 01 41 19 ;02 57 11 19 70;090401141901;1.0;273 Avenue Denfert-Rochereau ;null;null;null;null;null;2;2;33173;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Arnaud ', 'Julie ', '1980-09-02', 'juliearnaud@laposte.fr ', '06 20 01 41 19 ', '90401141901', 1.0, '273 Avenue Denfert-Rochereau ', null, null, null, null, null, 2, 2, 33173);"
Pascal ;Elsa ;1951-11-02;elsapascal@laposte.fr ;06 59 76 94 75 ;02 13 13 09 08;870100524542;null;165 Boulevard des Filles-du-Calvaire ;null;null;null;null;null;2;3;908;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Pascal ', 'Elsa ', '1951-11-02', 'elsapascal@laposte.fr ', '06 59 76 94 75 ', '870100524542', null, '165 Boulevard des Filles-du-Calvaire ', null, null, null, null, null, 2, 3, 908);"
Hernandez ;Marine ;1981-07-11;marinehernandez@laposte.fr ;06 99 00 64 05 ;01 32 30 00 42;020401470724;null;268 Rue Duméril ;null;null;'Voonder’;'362 786 567 1211’;'Leroy Lilou’;3;2;8708;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Hernandez ', 'Marine ', '1981-07-11', 'marinehernandez@laposte.fr ', '06 99 00 64 05 ', '20401470724', null, '268 Rue Duméril ', null, null, 'Voonder’, '362 786 567 1211’, 'Leroy Lilou’, 3, 2, 8708);"
Klein ;Justine ;1953-08-01;justineklein@laposte.fr ;06 21 55 91 18 ;01 37 74 45 42;710003043431;null;193 Place du Docteur-Yersin ;null;null;null;null;null;3;3;33579;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Klein ', 'Justine ', '1953-08-01', 'justineklein@laposte.fr ', '06 21 55 91 18 ', '710003043431', null, '193 Place du Docteur-Yersin ', null, null, null, null, null, 3, 3, 33579);"
